student_id_anon,seq,t0_time,t0_solution,t0_correctness,t1_time,t1_solution,t1_correctness,t2_time,t2_solution,t2_correctness,t3_time,t3_solution,t3_correctness,t4_time,t4_solution,t4_correctness,t5_time,t5_solution,t5_correctness,t6_time,t6_solution,t6_correctness,t7_time,t7_solution,t7_correctness,t8_time,t8_solution,t8_correctness,t9_time,t9_solution,t9_correctness,time_write_jv,time_write_py,time_read_jv,time_read_py,correctness_write_jv,correctness_write_py,correctness_read_jv,correctness_read_py,has_outlier,time_write_jv_outlier,time_write_py_outlier,time_read_jv_outlier,time_read_py_outlier,correctness_write_jv_outlier,correctness_write_py_outlier,correctness_read_jv_outlier,correctness_read_py_outlier
29,AB,47.117,ghh,0.0,260.804,A2:*2;A3:*2;A4*2,0.0,307.671,":4 , : 3",0.6,250.055,A1:B*,0.0,209.99,"3:3 , :8",0.0,61.118,"[[0, 1], [1, 1], [1, 2], [2, 2], [0, 2], [2, 1], [3, 1], [3, 2], [1, 3], [0, 3], [2, 3], [3, 3]]",0.25,80.118,"[[3, 1], [3, 2], [3, 3], [3, 4], [3, 5], [3, 6], [3, 7], [3, 8], [3, 9], [4, 1], [4, 2], [4, 3], [5, 3], [5, 4], [4, 9], [4, 4], [4, 5], [4, 6], [4, 7], [4, 8], [5, 7], [5, 8], [5, 6], [5, 5], [5, 9], [5, 1], [5, 2], [7, 1], [6, 1], [7, 2], [6, 2], [6, 3], [7, 3], [7, 4], [6, 4], [6, 5], [7, 5], [7, 6], [7, 7], [6, 6], [7, 8], [6, 7], [6, 8], [6, 9], [7, 9]]",0.8571428571428571,227.678,"[[5, 0], [5, 1], [5, 3], [5, 4], [5, 5], [5, 6], [5, 7], [5, 9], [5, 8], [5, 2]]",0.7142857142857143,57.661,"[[0, 3], [0, 5], [1, 5], [2, 5], [3, 5], [4, 5], [5, 5], [6, 5], [7, 5], [8, 5], [9, 5]]",0.9285714285714286,13.544,"[[3, 7], [3, 6], [3, 5], [3, 4], [3, 3], [3, 2], [3, 1], [3, 0]]",0.5384615384615384,255.4295,258.83050000000003,68.8895,120.611,0.0,0.3,0.8928571428571428,0.6263736263736264,True,True,False,False,False,False,False,False,False
19,BA,235.84,block ExampleDataSelector oftype CellRangeSelector {    select: range D3:F3;  },0.0,190.999,":, ['B', 'D']] = df[['D', 'B']",0.0,226.149,A1:*5;B1:*5;C1:*5;D1:*5;,0.0,146.317,":, [1, 0]] = df[['D', 'H']",0.0,74.302,C4:G*,0.5853658536585366,56.246,"[[0, 1], [2, 1], [3, 1], [4, 1], [5, 1], [6, 1], [7, 1], [8, 1], [9, 1], [1, 1], [0, 2], [1, 2], [2, 2], [3, 2], [4, 2], [5, 2], [6, 2], [7, 2], [8, 2], [9, 2], [0, 3], [1, 3], [3, 3], [4, 3], [5, 3], [6, 3], [7, 3], [8, 3], [9, 3], [2, 3]]",0.1428571428571428,39.798,"[[2, 1], [2, 2], [2, 3], [2, 4], [3, 5], [4, 5], [5, 5], [6, 5], [7, 5], [8, 5], [9, 5], [2, 5], [3, 4], [4, 4], [5, 4], [6, 4], [7, 4], [8, 4], [9, 4], [3, 3], [4, 3], [5, 3], [6, 3], [7, 3], [8, 3], [9, 3], [3, 2], [4, 2], [5, 2], [6, 2], [7, 2], [8, 2], [9, 2], [3, 1], [4, 1], [5, 1], [6, 1], [7, 1], [8, 1], [9, 1]]",0.8571428571428571,70.832,"[[7, 1], [7, 3], [7, 2]]",0.5,25.182,"[[4, 2], [4, 3], [4, 4], [4, 5], [4, 6], [5, 6], [5, 5], [5, 4], [5, 3], [5, 2], [6, 2], [6, 3], [6, 4], [6, 5], [6, 6], [7, 2], [7, 3], [7, 4], [7, 5], [7, 6], [8, 2], [8, 3], [8, 4], [8, 5], [8, 6]]",0.7142857142857143,33.87,"[[4, 4], [7, 8], [7, 7], [7, 6], [7, 5], [7, 4], [6, 4], [5, 4], [4, 5], [4, 6], [4, 7], [4, 8], [5, 8], [6, 8], [6, 7], [5, 7], [5, 6], [6, 6], [5, 5], [6, 5]]",0.8888888888888888,150.2255,168.65800000000002,52.351,32.49,0.2926829268292683,0.0,0.6944444444444444,0.7857142857142857,True,False,False,False,False,False,False,True,False
32,AB,124.466, block ExampleDataSelector oftype CellRangeSelector {    select: range D3:F6;  },0.0,417.36,A2:J4,1.0,134.852,":5,:4 ",1.0,57.574,E1:H10,1.0,74.831,"3:9, 3:8",1.0,18.638,"[[2, 3], [2, 4], [2, 5], [3, 2], [4, 2], [5, 2], [2, 2], [6, 3], [6, 4], [6, 5], [6, 6], [6, 7], [6, 8], [6, 9], [5, 9], [4, 9], [3, 9], [3, 6], [3, 5], [5, 4], [5, 3], [4, 3], [3, 3], [3, 4], [4, 4]]",0.1666666666666666,48.016,"[[3, 0], [4, 0], [4, 1], [4, 2], [4, 3], [4, 4], [4, 5], [3, 7], [3, 9], [4, 8], [4, 9], [3, 8], [4, 7], [4, 6], [3, 5], [3, 4], [3, 3], [3, 2], [3, 1], [3, 6]]",0.9285714285714286,29.628,"[[6, 0], [6, 1], [6, 2], [7, 0], [7, 1], [7, 2], [8, 2], [8, 1], [8, 0], [9, 0], [9, 1], [9, 2]]",0.9090909090909092,40.534,"[[0, 2], [0, 4], [1, 4], [2, 4], [3, 4], [4, 4], [5, 4], [6, 4], [7, 4], [8, 4], [9, 4], [0, 3], [1, 3], [2, 3], [4, 3], [5, 3], [6, 3], [7, 3], [8, 3], [3, 3], [9, 3], [1, 2], [2, 2], [3, 2], [4, 2], [5, 2], [6, 2], [7, 2], [8, 2], [9, 2]]",0.9285714285714286,72.623,"[[4, 4], [5, 4], [6, 4], [7, 4], [4, 5], [4, 6], [4, 7], [4, 8], [5, 8], [6, 8], [7, 8], [7, 7], [7, 6], [7, 5], [6, 5], [6, 6], [6, 7], [5, 7], [5, 6], [5, 5]]",0.8888888888888888,237.467,104.8415,44.275,51.1255,1.0,1.0,0.9285714285714286,0.898989898989899,True,True,False,False,False,False,False,False,False
89,AB,89.227,D4:F6,0.03,159.942,A2:*4,1.0,38.563,A1:C5,0.0,41.557,E*:H*,0.1,31.028,D4:H9,0.0,44.023,"[[0, 2], [1, 2], [2, 2], [3, 2], [4, 2], [4, 3], [5, 3], [6, 3], [7, 3], [7, 4], [6, 4], [6, 5], [7, 5], [8, 5]]",0.1538461538461538,29.533,"[[3, 0], [3, 1], [3, 2], [3, 3], [3, 4], [3, 5], [3, 6], [3, 7], [3, 8], [3, 9], [4, 9], [4, 8], [4, 7], [4, 6], [4, 5], [4, 4], [4, 3], [4, 2], [4, 1], [4, 0]]",0.9285714285714286,247.621,"[[6, 0], [7, 0], [8, 0], [9, 0], [6, 2], [6, 1], [7, 1], [7, 2], [8, 1], [8, 2], [9, 1], [9, 2]]",0.9090909090909092,25.957,"[[0, 2], [1, 2], [2, 2], [3, 2], [4, 2], [5, 2], [6, 2], [7, 2], [8, 2], [9, 2], [0, 3], [1, 3], [2, 3], [3, 3], [4, 3], [5, 3], [6, 3], [7, 3], [8, 3], [9, 3], [0, 4], [1, 4], [2, 4], [3, 4], [4, 4], [5, 4], [6, 4], [7, 4], [8, 4], [9, 4]]",0.9285714285714286,53.142,"[[4, 4], [7, 4], [7, 5], [7, 6], [7, 7], [7, 8], [6, 8], [5, 8], [4, 8], [4, 7], [4, 6], [4, 5], [5, 4], [5, 5], [5, 6], [5, 7], [6, 7], [6, 6], [6, 5], [6, 4]]",0.8888888888888888,100.7495,34.795500000000004,27.745,150.38150000000002,0.55,0.0,0.9285714285714286,0.898989898989899,True,False,False,False,True,False,False,False,False
70,BA,133.558,C4:E6,0.03,283.979,"1:9,3:9",0.3,121.724,A1:D5,1.0,400.811,"4:7,9:7",0.0,83.413,D4:H9,1.0,28.821,"[[2, 2], [3, 2], [4, 2], [5, 2], [6, 2], [3, 3], [4, 3], [5, 3], [6, 3], [2, 3]]",0.2222222222222222,280.196,"[[1, 1], [2, 1], [3, 1], [0, 1], [0, 0], [1, 0], [2, 0], [3, 0], [0, 2], [0, 3], [0, 4], [0, 5], [1, 5], [2, 5], [3, 5], [3, 4], [3, 3], [3, 2], [2, 2], [1, 2], [1, 3], [1, 4], [2, 4], [2, 3]]",0.6428571428571429,144.23,"[[6, 0], [8, 2], [7, 2], [6, 2], [5, 2], [9, 2], [3, 2], [2, 2], [1, 2], [0, 2], [4, 2], [0, 1], [1, 1], [2, 1], [3, 1], [4, 1], [5, 1], [6, 1], [5, 0], [4, 0], [3, 0], [2, 0], [1, 0], [0, 0], [7, 1], [7, 0], [8, 0], [9, 1], [8, 1], [9, 0]]",0.7142857142857143,90.125,"[[0, 0], [0, 1], [0, 2], [1, 0], [2, 0], [3, 0], [4, 0], [5, 0], [5, 2], [1, 2], [2, 2], [3, 2], [4, 2], [1, 1], [2, 1], [3, 1], [4, 1], [5, 1]]",0.6428571428571429,48.718,"[[7, 8], [4, 5], [4, 6], [4, 7], [4, 8], [4, 4], [5, 4], [6, 4], [7, 4], [7, 5], [7, 6], [7, 7], [5, 6], [5, 5], [6, 5], [6, 6], [5, 8], [6, 8], [6, 7], [5, 7]]",0.8888888888888888,102.5685,342.395,96.474,185.1605,1.0,0.15,0.8015873015873016,0.6428571428571429,True,False,False,True,True,False,False,False,False
10,BA,124.687,select: range D4:F6;,0.03,352.669,":, lambda df: [dfd.index[[1, 3]],'A', 'B','C','D','E','F','G','H','I','J']",0.0,45.229,A1:D5,1.0,316.181,"[0, 9], dfd.columns.get_indexer(['E', 'F','G','H'])",0.0,57.429,D4:H9,1.0,47.319,"[[0, 0], [7, 4], [9, 8], [8, 8], [7, 8], [6, 8], [5, 8], [4, 7], [3, 4], [3, 3], [7, 6], [5, 6], [2, 5], [2, 6], [8, 3], [9, 4], [9, 5], [6, 6], [4, 6], [1, 5], [0, 4], [8, 5], [6, 5], [6, 4], [4, 5], [2, 4], [1, 3], [2, 0], [3, 0], [4, 0], [5, 0], [6, 0], [7, 0], [8, 0], [9, 0], [9, 1], [8, 1], [4, 1], [2, 1], [1, 1], [0, 1], [1, 0], [3, 1], [5, 1], [6, 1], [7, 1], [0, 2], [3, 2], [8, 2], [4, 2], [5, 2], [6, 2], [7, 2], [9, 2], [1, 2], [2, 2], [0, 3], [2, 3], [4, 3], [5, 3], [6, 3], [7, 3], [9, 3]]",0.1428571428571428,278.589,"[[3, 0], [4, 0], [5, 0], [5, 1], [5, 2], [5, 3], [5, 4], [5, 5], [5, 6], [5, 7], [5, 8], [5, 9], [4, 9], [3, 9], [4, 8], [3, 8], [3, 7], [4, 7], [4, 6], [3, 6], [3, 5], [4, 5], [4, 4], [3, 4], [3, 3], [4, 3], [4, 2], [3, 2], [4, 1], [3, 1]]",0.9285714285714286,67.518,"[[6, 0], [6, 2], [6, 1], [7, 0], [8, 0], [9, 0], [9, 1], [9, 2], [8, 2], [7, 2], [7, 1], [8, 1]]",0.9090909090909092,37.902,"[[0, 2], [1, 5], [2, 5], [3, 5], [4, 5], [5, 5], [6, 5], [7, 5], [8, 5], [0, 5], [9, 5], [1, 3], [2, 3], [3, 3], [4, 3], [5, 3], [6, 3], [7, 3], [8, 3], [9, 3], [0, 3], [0, 4], [1, 4], [2, 4], [3, 4], [4, 4], [5, 4], [6, 4], [7, 4], [8, 4], [1, 2], [2, 2], [3, 2], [4, 2], [5, 2], [6, 2], [7, 2], [8, 2], [9, 2], [9, 4]]",0.9285714285714286,57.639,"[[4, 8], [7, 8], [7, 4], [4, 5], [4, 4], [4, 6], [4, 7], [5, 8], [6, 8], [5, 7], [6, 7], [7, 7], [5, 6], [6, 6], [7, 6], [5, 5], [6, 5], [7, 5], [5, 4], [6, 4]]",0.8888888888888888,51.329,334.42499999999995,62.578500000000005,158.2455,1.0,0.0,0.898989898989899,0.9285714285714286,True,False,False,False,True,False,False,False,False
93,AB,387.2274000000059,select 4th column to 4th row and 6th row to 6th column,0.0,384.7815,"A2:*2,A3*3,A4*4",0.0,363.9887999999821,:3,0.3157894736842105,132.6597000000179,E1:H*,1.0,359.3155,"3:7, 3:8",0.6666666666666666,14.17059999999404,"[[1, 1], [2, 2], [7, 5], [7, 4], [3, 0], [2, 0], [2, 1], [7, 3], [5, 3], [4, 1], [3, 3], [3, 4], [2, 4], [2, 5], [1, 5]]",0.1818181818181818,60.62959999999404,"[[4, 5], [4, 6], [4, 7], [4, 8], [4, 9]]",0.6428571428571429,133.2762000000179,"[[9, 9]]",0.3636363636363636,43.57940000000596,"[[0, 3], [1, 3], [0, 4], [0, 5], [1, 5], [1, 4], [2, 3], [2, 4], [2, 5], [3, 5], [3, 4], [3, 3], [4, 3], [4, 4], [4, 5], [5, 5], [5, 4], [5, 3], [6, 3], [7, 5], [6, 5], [6, 4], [8, 3], [8, 4], [8, 5], [9, 5], [9, 4], [9, 3], [7, 3], [7, 4]]",0.9285714285714286,27.09390000000596,"[[8, 4], [9, 4], [9, 5], [8, 5], [8, 6], [9, 6], [9, 7], [8, 7], [8, 8], [9, 8]]",0.8,258.720600000009,361.652149999991,52.1045,80.18505000001193,0.5,0.4912280701754385,0.7857142857142858,0.5818181818181818,True,True,False,False,False,False,False,False,False
71,AB,613.989,"select cell range {cells: [cell 4C, cell 4E, cell 5D, cell 5F, cell 7C, cell 7E]; }",0.0,476.596,"[1:8], [0:6]",0.0,137.969,A1:D5,0.0,105.417,[4:9][],0.0,50.664,D4:H9,0.0,20.679,[],1.0,64.141,"[[0, 2], [0, 3], [0, 4], [1, 4], [1, 3], [1, 2]]",0.5714285714285714,26.171,"[[9, 3], [8, 3], [7, 3], [6, 3], [6, 2], [7, 1], [9, 2], [7, 2], [9, 1], [8, 2], [8, 1], [6, 1]]",0.75,13.828,"[[5, 5], [6, 5], [6, 4], [5, 4]]",0.4285714285714285,17.796,"[[7, 6], [7, 5], [7, 4], [6, 4], [5, 4], [4, 5], [4, 6], [5, 6], [6, 6], [6, 5], [5, 5], [4, 4]]",0.7777777777777778,291.0065,94.3165,38.9845,21.9835,0.0,0.0,0.5,0.7638888888888888,True,True,False,False,False,False,False,True,False
64,AB,535.668,block ExampleDataSelector oftype CellRangeSelector {    select: range D4:F6;  },0.0,255.81640000000596,A2:J4;,1.0,124.32330000001193,"A0:D4,A0",0.0,269.404,E1:H10,1.0,176.9475,D3:H8,0.0,53.7445,"[[0, 2], [1, 2], [1, 3], [2, 3], [3, 3], [0, 1], [1, 1], [2, 1], [2, 2], [0, 3], [3, 2], [3, 1]]",0.25,307.069,"[[3, 0], [3, 2], [3, 5], [3, 9], [3, 6], [4, 2], [4, 3], [3, 8], [3, 7], [3, 4], [3, 3], [3, 1], [4, 1], [4, 0], [4, 4], [4, 5], [4, 7], [4, 6], [4, 8], [4, 9]]",0.9285714285714286,133.18959999999404,"[[0, 0], [0, 1], [0, 2], [0, 3], [7, 0], [8, 0], [9, 0], [6, 3], [6, 4], [6, 5], [6, 6], [6, 7], [6, 8], [6, 9], [7, 9], [8, 9], [9, 9], [9, 4], [9, 3], [9, 2], [9, 1], [6, 0], [6, 1], [7, 1], [7, 2], [6, 2], [8, 1], [8, 2], [8, 3], [7, 3], [7, 4], [8, 4], [8, 5], [7, 5], [9, 5], [9, 6], [8, 6], [7, 6], [7, 7], [8, 7], [9, 7], [9, 8], [8, 8], [7, 8], [5, 0], [5, 1], [5, 2], [5, 3], [5, 4], [5, 5], [5, 6], [5, 7], [5, 8], [5, 9]]",0.7142857142857143,82.12439999997616,"[[1, 2], [0, 2], [2, 2], [3, 2], [4, 2], [5, 2], [6, 2], [7, 2], [8, 2], [9, 2], [0, 4], [1, 4], [3, 4], [2, 4], [0, 3], [1, 3], [2, 3], [3, 3], [4, 3], [5, 3], [6, 3], [7, 3], [8, 3], [9, 3], [9, 4], [8, 4], [7, 4], [6, 4], [5, 4], [4, 4]]",0.9285714285714286,111.77040000000596,"[[3, 0], [3, 2], [3, 3], [3, 5], [3, 6], [3, 7], [3, 8], [5, 9], [3, 1], [4, 0], [4, 1], [4, 2], [4, 3], [4, 5], [4, 6], [4, 7], [4, 8], [3, 9], [4, 9], [5, 0], [5, 1], [5, 2], [5, 3], [5, 5], [6, 5], [6, 6], [6, 7], [5, 7], [5, 8], [6, 8], [6, 9], [5, 6], [7, 0], [6, 0], [6, 1], [6, 2], [6, 3], [7, 1], [7, 2], [7, 3], [7, 5], [7, 6], [7, 7], [7, 8], [7, 9], [0, 4], [1, 4], [2, 4], [8, 4], [7, 4], [6, 4], [5, 4], [4, 4], [3, 4], [9, 4], [0, 5], [0, 6], [0, 7], [0, 8], [1, 8], [1, 9], [2, 9], [0, 9], [1, 5], [1, 6], [2, 6], [2, 7], [1, 7], [2, 8], [2, 5], [9, 5], [8, 5], [8, 6], [9, 6], [9, 7], [8, 7], [8, 8], [9, 8], [9, 9], [8, 9]]",0.5714285714285714,262.610200000003,150.63540000000597,194.5966999999881,122.48,1.0,0.0,0.9285714285714286,0.6428571428571428,True,True,False,True,False,False,False,False,False
27,BA,852.889,block ExampleDataSelector oftype CellRangeSelector {    select: range C4:E6;  },0.0,378.428," lambda df: [1, 3]",0.6666666666666666,101.004,"[0, 3]",0.0,161.148,"lambda df: [4, 7]",0.1538461538461538,137.86,block ExampleDataSelector oftype CellRangeSelector {    select: range D4:H11;  },0.0,51.309,"[[0, 0], [0, 1], [0, 2], [1, 2], [1, 1], [1, 0]]",0.2857142857142857,26.789,"[[4, 2]]",0.3571428571428571,30.732,"[[6, 0], [9, 2], [6, 1], [7, 0], [8, 0], [9, 0], [9, 1], [8, 1], [7, 1], [6, 2], [7, 2], [8, 2]]",0.9090909090909092,14.885,"[[1, 4]]",0.3571428571428571,43.804,"[[4, 4], [7, 8], [4, 8], [5, 8], [6, 8], [5, 4], [6, 4], [7, 4], [4, 5], [4, 6], [4, 7], [5, 7], [5, 6], [5, 5], [6, 5], [7, 5], [7, 6], [6, 6], [6, 7], [7, 7]]",0.8888888888888888,119.43200000000002,269.788,37.268,20.837,0.0,0.4102564102564102,0.898989898989899,0.3571428571428571,True,False,False,False,False,False,False,False,True
55,BA,188.853," pd.Series(np.random.randn(8), index=list(range(3, 5)))",0.0,71.348,1:3,0.6666666666666666,108.115,A1:C5,0.0,164.273,":, 4:7",0.75,210.703, C4:G9,0.6666666666666666,22.463,"[[3, 4], [4, 4], [5, 5], [3, 5], [4, 5], [5, 4]]",0.2857142857142857,51.852,"[[3, 1], [3, 2], [3, 3], [3, 4], [3, 9], [4, 1], [5, 1], [5, 2], [4, 2], [4, 3], [5, 3], [4, 4], [5, 4], [4, 6], [4, 7], [3, 7], [4, 8], [4, 9], [5, 9], [5, 8], [5, 7], [5, 6], [5, 5], [4, 5], [3, 8], [3, 5], [3, 6]]",0.8571428571428571,139.348,"[[6, 1], [6, 3], [9, 1], [8, 1], [7, 1], [6, 2], [7, 2], [8, 2], [9, 2], [9, 3], [7, 3], [8, 3]]",0.75,36.923,"[[0, 3], [0, 4], [0, 5], [0, 6], [1, 3], [1, 4], [1, 5], [1, 6], [2, 6], [4, 6], [6, 6], [8, 6], [9, 6], [9, 5], [8, 5], [8, 4], [7, 4], [6, 4], [5, 4], [4, 4], [5, 3], [6, 3], [7, 3], [8, 3], [9, 3], [4, 3], [2, 4], [3, 4], [2, 5], [3, 5], [4, 5], [6, 5], [7, 5], [5, 5], [3, 6], [5, 6], [7, 6], [9, 4], [3, 3], [2, 3]]",0.9285714285714286,38.726,"[[4, 5], [4, 6], [4, 7], [4, 8], [4, 9], [7, 9], [7, 8], [7, 7], [7, 6], [7, 5], [6, 5], [6, 6], [6, 7], [6, 8], [6, 9], [5, 9], [5, 8], [5, 7], [5, 6], [5, 5]]",0.8,159.409,117.8105,89.037,44.3875,0.3333333333333333,0.7083333333333333,0.775,0.8928571428571428,True,False,False,True,False,False,False,False,False
47,BA,454.475,select: range A2:*2;,0.01,175.949,"df.iloc[1, 8]",0.0,120.437,range A4:B3,0.0,164.765,"10, 4]",0.0,153.693,C3*6,0.0,42.565,"[[0, 1], [1, 1], [2, 1], [3, 1], [4, 1], [5, 1], [6, 1], [7, 1], [8, 1]]",0.1538461538461538,17.177,"[[4, 3], [5, 3], [6, 3], [7, 3], [8, 3], [9, 3]]",0.7142857142857143,17.388,"[[3, 2], [3, 3], [3, 4], [4, 4], [4, 5], [5, 5], [6, 5], [6, 4], [6, 3], [5, 3], [6, 2], [4, 2], [5, 2], [4, 3], [5, 4], [3, 5]]",0.3571428571428571,5.429,"[[0, 3], [1, 3], [2, 3], [3, 3], [4, 3], [5, 3]]",0.6428571428571429,23.965,"[[4, 8], [5, 8], [6, 8], [7, 8], [8, 8], [9, 8]]",0.8,137.065,170.357,20.6765,11.303,0.0,0.0,0.5785714285714286,0.6785714285714286,True,False,False,False,False,False,False,True,False
85,AB,356.287, block ExampleDataSelector oftype CellRangeSelector {    select: range D4:D6;  },0.0,370.061, block CarsCoreDataSelector oftype CellRangeSelector {    select: range A1:C1;  },0.0,139.83,"[A1*A3],[E1*E3]",0.0,228.259,"[[A5*A8], [J5*J8]]",0.0,65.086,"[D4*D8],[I4*I8]",0.0,53.539,"[[5, 4], [5, 5], [6, 5], [7, 5], [7, 4], [6, 4], [4, 4], [4, 5], [4, 6], [5, 6], [6, 6], [7, 6]]",0.25,16.118,"[[4, 4], [5, 4], [6, 4], [6, 5], [2, 7], [4, 7], [5, 7], [6, 7], [7, 7]]",0.5714285714285714,10.181,"[[4, 4], [2, 4], [5, 3], [6, 3], [6, 4], [6, 5], [4, 5], [3, 6], [4, 6], [6, 6]]",0.3571428571428571,7.084,"[[6, 4], [3, 4], [2, 3], [3, 3], [4, 3], [5, 3], [6, 3], [7, 3], [7, 4], [5, 4], [4, 4]]",0.6428571428571429,6.878,"[[5, 3], [3, 4], [5, 4], [5, 5], [3, 5], [4, 6], [5, 6], [7, 6], [7, 4], [7, 5]]",0.7,299.15999999999997,102.458,11.601,8.529499999999999,0.0,0.0,0.6071428571428572,0.5285714285714286,True,True,False,False,False,False,False,True,False
46,AB,482.919,range 3:24;,0.0,319.499,"Denmark : *, Hungary : *, Finland: *",0.0,269.579,"0,3",0.0,188.852,"57, 68700 ",0.0,25.62,"3,51824",0.0,24.213,"[[0, 0], [1, 0], [2, 0], [2, 1], [1, 1], [0, 1]]",0.2857142857142857,104.117,"[[6, 1], [3, 3], [4, 3], [6, 2], [5, 1], [3, 1], [3, 0], [6, 0], [5, 0], [4, 0], [4, 1], [3, 2], [4, 2], [6, 3], [5, 2], [5, 3], [3, 4], [6, 4], [5, 4], [4, 4]]",0.7142857142857143,45.033,"[[5, 0], [6, 0], [7, 0], [7, 1], [7, 2], [7, 3], [7, 4], [6, 5], [7, 5], [7, 6], [7, 7], [7, 8], [7, 9], [6, 6], [6, 7], [5, 7], [5, 8], [6, 8], [5, 9], [6, 9], [5, 6], [5, 5], [5, 4], [6, 4], [5, 3], [6, 3], [6, 2], [5, 2], [5, 1], [6, 1]]",0.7142857142857143,30.333,"[[0, 2], [1, 2], [2, 2], [3, 2], [4, 2], [5, 2], [6, 2], [7, 2], [8, 2], [9, 2], [0, 3], [1, 3], [2, 3], [3, 3], [4, 3], [5, 3], [6, 3], [7, 3], [8, 3], [9, 3], [0, 4], [1, 4], [2, 4], [3, 4], [4, 4], [5, 4], [6, 4], [7, 4], [8, 4], [9, 4]]",0.9285714285714286,45.028,"[[3, 7], [3, 6], [3, 5], [3, 4], [3, 3], [3, 2], [3, 1], [3, 0], [3, 8]]",0.6153846153846154,254.1755,147.5995,67.225,45.0305,0.0,0.0,0.8214285714285714,0.6648351648351649,True,True,False,False,False,False,False,False,False
